编号,武将名,皮肤名,语音台词
7111201,黄权,沸江焚役,HuangQuan_QuanJian_01 臣请为先锋当敌，一探吴寇之虚实。 | HuangQuan_QuanJian_02 军情叵测，陛下万金之躯岂能驱险！ | HuangQuan_TuJue_01 返蜀中不得，请纳哀师归命以免死。 | HuangQuan_TuJue_02 天无绝人之路，当置之死地而后生！ | HuangQuan_Dead 臣有恨大江无路，无愧陛下知遇。
530804,钟会,矫旨据川,ZhongHui_QuanJi_01 今执笔，必书尽风流！ | ZhongHui_QuanJi_02 展卷览四海九州，天下皆入我眸！ | ZhongHui_ZiLi_01 天书数册，当为我载此世之名！ | ZhongHui_ZiLi_02 我以露布上达天听，安不可称万岁！ | ZhongHui_PaiYi_01 汝不在我书之上，则当往黄泉之下！ | ZhongHui_PaiYi_02 天书有灵，知亲者快、仇者痛！ | ZhongHui_Dead 天书玄奥，非凡夫可解。 | ZhongHui_QuanJi_01 今执笔，必书尽风流！ | ZhongHui_QuanJi_02 展卷览四海九州，天下皆入我眸！ | ZhongHui_ZiLi_01 天书数册，当为我载此世之名！ | ZhongHui_ZiLi_02 我以露布上达天听，安不可称万岁！ | ZhongHui_PaiYi_01 汝不在我书之上，则当往黄泉之下！ | ZhongHui_PaiYi_02 天书有灵，知亲者快、仇者痛！ | ZhongHui_Dead 天书玄奥，非凡夫可解。
509904,诸葛瞻,战场荣耀,ZhuGeZhan_ZuiLun_1 犹豫不决，以致丧师辱国，其罪无可赦也。 | ZhuGeZhan_ZuiLun_2 瞻内不能摒除奸宦，外不能守土御敌，愧对陛下。 | ZhuGeZhan_FuYin_1 先父昔日所遗，竟使瞻今日得生。 | ZhuGeZhan_FuYin_2 尊先父之言，养德修身，以保安泰。 | ZhuGeZhan_Dead 覆师败绩，虽死亦无可补。
709904,诸葛瞻,战场荣耀,ZhuGeZhan_ZuiLun_1 犹豫不决，以致丧师辱国，其罪无可赦也。 | ZhuGeZhan_ZuiLun_2 瞻内不能摒除奸宦，外不能守土御敌，愧对陛下。 | ZhuGeZhan_FuYin_1 先父昔日所遗，竟使瞻今日得生。 | ZhuGeZhan_FuYin_2 尊先父之言，养德修身，以保安泰。 | ZhuGeZhan_Dead 覆师败绩，虽死亦无可补。
5133901,乐周瑜,乐荷晚照,YueZhouYu_GuYin_01 闻弦而知雅意，此曲断觞，非高山流水。 | YueZhouYu_GuYin_02 瑜顾首，请弦音，愿高士再抚，以正雅韵。 | YueZhouYu_PingLu_01 剑指苍穹誓，平虏扫奸凶，共赴国难中！ | YueZhouYu_PingLu_02 江水滔滔没敌旌，贼酋授首日，我当凯歌还。 | YueZhouYu_Dead 一曲终了，纵有误，亦无人顾。
7133901,乐周瑜,乐荷晚照,YueZhouYu_GuYin_01 闻弦而知雅意，此曲断觞，非高山流水。 | YueZhouYu_GuYin_02 瑜顾首，请弦音，愿高士再抚，以正雅韵。 | YueZhouYu_PingLu_01 剑指苍穹誓，平虏扫奸凶，共赴国难中！ | YueZhouYu_PingLu_02 江水滔滔没敌旌，贼酋授首日，我当凯歌还。 | YueZhouYu_Dead 一曲终了，纵有误，亦无人顾。
6114101,刘晔,焚焰天征,LiuYe_PoYuan_01 虎贲秣马，弓刀啸风，吾以人力斗天公！ | LiuYe_PoYuan_02 乌云掩月，天时借势，一声霹雳碎坚城。 | LiuYe_HuaCe_01 君子于役，当行大雅于沙场。 | LiuYe_HuaCe_02 士不遇赋，三策归元，诸贤皆在六艺之科。 | LiuYe_Dead 吾一心辅曹，从未生半分异心。 | LiuYe_PoYuan_01 火鸢掠阵，如星坠世，观汝当负何隅。 | LiuYe_PoYuan_02 铁雨焚尽三千甲，熔城为鉴，火石齐发！ | LiuYe_HuaCe_01 兵者凶器也，戎行之策当如火。 | LiuYe_HuaCe_02 三重迷阵已下，待尔入鼎成烹！ | LiuYe_Dead 魏讽、孟达尚得重用，为何我有志难伸？
8114101,刘晔,焚焰天征,LiuYe_PoYuan_01 虎贲秣马，弓刀啸风，吾以人力斗天公！ | LiuYe_PoYuan_02 乌云掩月，天时借势，一声霹雳碎坚城。 | LiuYe_HuaCe_01 君子于役，当行大雅于沙场。 | LiuYe_HuaCe_02 士不遇赋，三策归元，诸贤皆在六艺之科。 | LiuYe_Dead 吾一心辅曹，从未生半分异心。 | LiuYe_PoYuan_01 火鸢掠阵，如星坠世，观汝当负何隅。 | LiuYe_PoYuan_02 铁雨焚尽三千甲，熔城为鉴，火石齐发！ | LiuYe_HuaCe_01 兵者凶器也，戎行之策当如火。 | LiuYe_HuaCe_02 三重迷阵已下，待尔入鼎成烹！ | LiuYe_Dead 魏讽、孟达尚得重用，为何我有志难伸？
655001,周夷,金甲破阵,ZhouYi_ZhuKou_01 凤翔大荒外，羽落黄沙里，青锋弑尽无义人！ | ZhouYi_ZhuKou_02 红妆换作黄金甲，直向沙场斩楼兰！ | ZhouYi_MangQing_01 驰马试剑三千木，红尘斩不断，有情总被无情误。 | ZhouYi_MangQing_02 余晖映浊酒，金甲耀斜阳，尽染江山万里红。 | ZhouYi_YuYun_01 黄沙埋铁衣，金甲裹枯骨，义当前，命不足贵。 | ZhouYi_YuYun_02 青锋贯金甲，且将此身换了，来日姹紫嫣红。 | ZhouYi_Dead 冰封黄金甲，寒彻人心冷。
855001,周夷,金甲破阵,ZhouYi_ZhuKou_01 凤翔大羽落黄沙里，青锋弑尽无义人！ | ZhouYi_ZhuKou_02 红妆换作黄金甲，直向沙场斩楼兰！ | ZhouYi_MangQing_01 驰马试剑三千木，红尘斩不断，有情总被无情误。 | ZhouYi_MangQing_02 余晖映浊酒，金甲耀斜阳，尽染江山万里红。 | ZhouYi_YuYun_01 黄沙埋铁衣，金甲裹枯骨，义当前，命不足贵。 | ZhouYi_YuYun_02 青锋贯金甲，且将此身换了，来日姹紫嫣红。 | ZhouYi_Dead 冰封黄金甲，寒彻人心冷。
522301,神钟会,白霜寂世,ShenZhongHui_LinJie_01 地觞载魂浆，醉眠烛龙之目，敢教天下无火！ | ShenZhongHui_LinJie_02 眸锋所指，江河凝滞，此界当立谁为王！ | ShenZhongHui_DuZhang_01 扶摇而上九万里，吾视上士为鸠、匹夫为蜩。 | ShenZhongHui_DuZhang_02 无法无天，无穷无尽，无友，无敌！ | ShenZhongHui_JiangHuo_01 八骏失驰，冰棱裂地，多少年功业，怎肯付西风！ | ShenZhongHui_JiangHuo_02 天地不仁，神祇不恤，众生不余！ | ShenZhongHui_LiShi_01 天地无主，吾既至，九万里江山当跪迎！ | ShenZhongHui_LiShi_02 天命命天，我于三十三重天上，如何命我？ | ShenZhongHui_Dead 世之疫，我之欲也！
5150501,夏侯徽,重溟琅玕,XiaHouHui_DuJun_01 君言此生不负明月，奈何照我满襟霜雪？ | XiaHouHui_DuJun_02 心为君所囚，身膏落花，飘零自水流。 | XiaHouHui_JiKun_01 灵玉掘蓝田，五尺现清泉，当以此水濯君面。 | XiaHouHui_JiKun_02 贤妇宜其家，必不使郎君陷于危坠之境。 | XiaHouHui_Dead 原是司马门中客，早已焚尽儿女情。
4116301,曹宪,小扇轻织,CaoXian_LingXi_01 青犀绘彩衣，予君三秋意。 | CaoXian_LingXi_02 折枝赠公子，悦君知不知？ | CaoXian_ZhiFou_01 此身长于野，然心凝于君。 | CaoXian_ZhiFou_02 庭前百花落，凝噎怨冬风。 | CaoXian_Dead 陛下何以父过而怨我？
4164301,谋曹爽,擎驹跃威,CaoShuang_JianZhuan_01 陛下与这群虫豸厮混，如何理的好政！ | CaoShuang_JianZhuan_02 听闻太傅善病？赏汝口上等棺柩如何！ | CaoShuang_FanShi_01 把司马懿叫过来！把司马懿给本侯叫过来！ | CaoShuang_FanShi_02 尔等叛匪，给本侯老实呆着！看我派虎豹骑把尔等送上天！ | CaoShuang_FuDou_01 此非寻常叛乱，吾当重拳出击！ | CaoShuang_FuDou_02 老贼想要这江山？那便拿命来换！ | CaoShuang_Dead 太傅，看在往日情谊的份上。
5101702,张嫙,媚兔春娇,ZhangXuan_TongLi_01 谁说这小粉拳，打起人来不痛啊~ | ZhangXuan_TongLi_02 这岭南的荔枝，可有臣妾笑靥香甜？ | ZhangXuan_SheZang_01 江山缺了美人，如何使人折腰？ | ZhangXuan_SheZang_02 你我若是有缘，茫茫人海，终会再见。 | ZhangXuan_Dead 离离原上雪，总寒断肠人。
7101702,张嫙,媚兔春娇,ZhangXuan_TongLi_01 谁说这小粉拳，打起人来不痛啊~ | ZhangXuan_TongLi_02 这岭南的荔枝，可有臣妾笑靥香甜？ | ZhangXuan_SheZang_01 江山缺了美人，如何使人折腰？ | ZhangXuan_SheZang_02 你我若是有缘，茫茫人海，终会再见。 | ZhangXuan_Dead 离离原上雪，总寒断肠人。
5110402,袁姬,战场荣耀,YuanJi_FangDu_01 东篱有菊亭亭立，不畏北风与冬雨。 | YuanJi_FangDu_02 昔惠子吓庄子以腐鼠，今尔欲复吓我乎？ | YuanJi_JieXing_01 此心独慕紫髯客，妾非楚宫细腰人。 | YuanJi_JieXing_02 君之所赐欣受之，非妾之荣弗贪之。 | YuanJi_Dead 往昔皆春暖，此地尽冬寒。
7110402,袁姬,战场荣耀,YuanJi_FangDu_01 东篱有菊亭亭立，不畏北风与冬雨。 | YuanJi_FangDu_02 昔惠子吓庄子以腐鼠，今尔欲复吓我乎？ | YuanJi_JieXing_01 此心独慕紫髯客，妾非楚宫细腰人。 | YuanJi_JieXing_02 君之所赐欣受之，非妾之荣弗贪之。 | YuanJi_Dead 往昔皆春暖，此地尽冬寒。
6116101,诸葛梦雪,姝丽风华,ZhuGeMengXue_JiChun_01 心有锦绣书芳菲，指尖风雪皆如意。 | ZhuGeMengXue_JiChun_02 一身寒衣千寻瀑，寄意人间四月天。 | ZhuGeMengXue_HanYing_01 北国寒意浸南风，素手挽指点朱颜。 | ZhuGeMengXue_HanYing_02 此间不唯秋献硕，雪中亦有傲寒英。 | ZhuGeMengXue_Dead 坚冰封心，自此再无春夏。
8116101,诸葛梦雪,姝丽风华,ZhuGeMengXue_JiChun_01 心有锦绣书芳菲，指尖风雪皆如意。 | ZhuGeMengXue_JiChun_02 一身寒衣千寻瀑，寄意人间四月天。 | ZhuGeMengXue_HanYing_01 北国寒意浸南风，素手挽指点朱颜。 | ZhuGeMengXue_HanYing_02 此间不唯秋献硕，雪中亦有傲寒英。 | ZhuGeMengXue_Dead 坚冰封心，自此再无春夏。
522101,神黄忠,金乌落日,ShenHuangZhong_LieQiong_01 皓首曳白羽，寒光霜天下！ | ShenHuangZhong_LieQiong_02 青冥断七杀，赤澜缚天狼！ | ShenHuangZhong_ZhanJue_01 脚踏风雨，手握雷霆，曳断九天银河！ | ShenHuangZhong_ZhanJue_02 身拄长刀，兀立斜阳，何妨以血补天。 | ShenHuangZhong_Dead 今日力尽于此，无愧于天地。
4150201,徐馨,馨香盈袖,XuXin_YuXian_01 此衣裁自蜀锦，可为我儿增色。 | XuXin_YuXian_02 吾儿本玉树，任衣亦佳公子。 | XuXin_MinShan_01 你孙仲谋以为，妾如你这般心如铁石吗？ | XuXin_MinShan_02 世间女子多善妒，我亦难逃此情愫。 | XuXin_Dead 红尘梦断，香消玉殒。
5160502,星张春华,伊人绮梦,XingZhangChunHua_LiangYan_01 身似浮萍渡，溯洄访伊人，昔时有情今无情。 | XingZhangChunHua_LiangYan_02 昨夜梦东风，梨花满东巷，醒时忽闻凿衣声。 | XingZhangChunHua_MingHui_01 梨花随流水，染白眉间雪，身上衣单正寒。 | XingZhangChunHua_MingHui_02 梦卧兰舟，一晌贪欢，不知此身是客。 | XingZhangChunHua_Dead 司马懿，你忘了当年的海誓山盟了吗？
7160502,星张春华,伊人绮梦,XingZhangChunHua_LiangYan_01 身似浮萍渡，溯洄访伊人，昔时有情今无情。 | XingZhangChunHua_LiangYan_02 昨夜梦东风，梨花满东巷，醒时忽闻凿衣声。 | XingZhangChunHua_MingHui_01 梨花随流水，染白眉间雪，身上衣单正寒。 | XingZhangChunHua_MingHui_02 梦卧兰舟，一晌贪欢，不知此身是客。 | XingZhangChunHua_Dead 司马懿，你忘了当年的海誓山盟了吗？
6108802,周宣,夏空如渊,ZhouXuan_WuMei_01 夏空如渊，羡罢川下之鱼，再拾梦钥释如斯之逝者。 | ZhouXuan_WuMei_02 银河浩渺，诸天隐章，吾当以星语剖万古之谶。 | ZhouXuan_ZhanMeng_01 承星辉之浩渺，纳灵炁之玄奥，梦不惊夜栖之鸟。 | ZhouXuan_ZhanMeng_02 夜樾鸣蝉，星象莫测，子所以曰怪力乱神。 | ZhouXuan_Dead 不求坐拥千金，唯愿长梦不醒。
8108802,周宣,夏空如渊,ZhouXuan_WuMei_01 夏空如渊，羡罢川下之鱼，再拾梦钥释如斯之逝者。 | ZhouXuan_WuMei_02 银河浩渺，诸天隐章，吾当以星语剖万古之谶。 | ZhouXuan_ZhanMeng_01 承星辉之浩渺，纳灵炁之玄奥，梦不惊夜栖之鸟。 | ZhouXuan_ZhanMeng_02 夜樾鸣蝉，星象莫测，子所以曰怪力乱神。 | ZhouXuan_Dead 不求坐拥千金，唯愿长梦不醒。
5123801,任婉,栖凰若梦,RenWan_Juanji_01 莫说七步，便是七百步、七万步，妾也煮不出豆羹。 | RenWan_Juanji_02 众妹妹的枕边风，可比祛火汤更合圣意？ | RenWan_RenShuang_01 青砖浸透红颜泪，朱墙难困腊梅香。 | RenWan_RenShuang_02 素衣何惧霜雪重？俯仰无愧，不须低眉！ | RenWan_Dead 深情自古总被负，魏宫尽是薄情人。
5109701,朱铄,刚志催锋,ZhuShuo_ShuHe_01 佳酿化干戈，满座共饮，勿负良辰。 | ZhuShuo_ShuHe_02 有酒待饮，有馐待食，动那刀兵作甚？ | ZhuShuo_JiLie_01 肥瘦之饶乃市井俚语，安敢污秽将军席面！ | ZhuShuo_JiLie_02 辱人甚于伤人，今日我便与你拼个死活！ | ZhuShuo_Dead 吾耻与此等阿谀小人为伍。
4110801,清河公主,花枝漫语,QingHeGongZhu_ChangJi_01 年高为长，长姐之言弟可从之？ | QingHeGongZhu_ChangJi_02 我乃魏武长女，赏罚分明有度。 | QingHeGongZhu_ZenGou_01 以唇舌为刀俎，可陷夏侯为鱼肉。 | QingHeGongZhu_ZenGou_02 执言语为矛戈，其声至而大将薨。 | QingHeGongZhu_Dead 子桓，看你儿子做的好事。
560902,冯方,剑光烛影,FengFang_DiTing_01 饵已布下，只待鱼儿上钩。 | FengFang_DiTing_02 深堑俱备，猛兽何时陷入？ | FengFang_BiHuo_01 世间大乱，不若避祸江南。 | FengFang_BiHuo_02 天下不宁，应思栖身之所。 | FengFang_Dead 大势如此，非人力可避也。
599902,黄舞蝶,飞花绚姿,HuangWuDie_ShuangRui_01 刃如霜，寒胜雪，轻吻神兵，此日战沙场！ | HuangWuDie_ShuangRui_02 月华洗锋刃，素手握长缨，红袖欲缚苍龙！ | HuangWuDie_FuXie_01 定军行奇计，夏侯孤立，此乃斩将之时。 | HuangWuDie_FuXie_02 飞箭布疑兵，乱贼耳目，必能击蛇七寸。 | HuangWuDie_ShouXing_01 今日射落群星渡，且做银河妆巾帼。 | HuangWuDie_ShouXing_02 众星悬于九天，所能击者，掌中长弓尔。 | HuangWuDie_ShaXue_01 红袖战沙场，霜刃破铁衣！ | HuangWuDie_ShaXue_02 身骑红鬃马，雪落青锋刃，不妨醉卧沙场。 | HuangWuDie_Dead 杀一贼易，杀天下贼，难。
6150501,夏侯徽,情澜拾珠,XiaHouHui_DuJun_01 凭栏对良辰，泪染香腮湿罗裳，相思愁断肠。 | XiaHouHui_DuJun_02 汤汤淇水凉，君别我心意彷惶，唯余明月殇。 | XiaHouHui_JiKun_01 甘以此情寄青鸟，只向水月，不问归期。 | XiaHouHui_JiKun_02 明珠连紫薇，北斗隐雾，顾盼与君共蝶飞。 | XiaHouHui_Dead 七夕已过，秋意渐凉。
5166001,谋曹昂,殒身垂野,MouCaoAng_FengMin_01 保得父亲无恙，身入黄泉又如何。 | MouCaoAng_FengMin_02 生死有命，纵山河回转，我亦死孝义。 | MouCaoAng_ZhiWang_01 今日死便死，休想让我屈膝讨活！ | MouCaoAng_ZhiWang_02 我头在此，来，予汝万户侯！ | MouCaoAng_Dead 典将军，且与我共赴黄泉！
4118801,张怀,荷灯曳月,ZhangHuai_LaoYan_01 林惊何还巢，有情难相守。 | ZhangHuai_LaoYan_02 手捧千重锦，泪染万重山。 | ZhangHuai_JueYan_01 此去山高水远，望君珍重。 | ZhangHuai_JueYan_02 今生不得同室，愿来生葬同穴。 | ZhangHuai_Dead 得情，忘情，难忘情。
5110003,张媱,战场荣耀,ZhangYao_YuanYu_01 请君驻足观江水，江水奔流皆我泪。 | ZhangYao_YuanYu_02 我以丹心寄皓月，皓月遗我皆霜寒。 | ZhangYao_XiYan_01 我撷夕阳饰霜鬓，苍天有情亦或无情。 | ZhangYao_XiYan_02 我赠芳颜妆晚霞，世间无我亦如有我。 | ZhangYao_Dead 父仇犹在，难瞑九泉。
7110003,张媱,战场荣耀,ZhangYao_YuanYu_01 请君驻足观江水，江水奔流皆我泪。 | ZhangYao_YuanYu_02 我以丹心寄皓月，皓月遗我皆霜寒。 | ZhangYao_XiYan_01 我撷夕阳饰霜鬓，苍天有情亦或无情。 | ZhangYao_XiYan_02 我赠芳颜妆晚霞，世间无我亦如有我。 | ZhangYao_Dead 父仇犹在，难瞑九泉。
5168201,谋黄盖,荼战炽帆,MouHuangGai_LieJi_01 火起当思破敌策，风过应闻焦土香！ | MouHuangGai_LieJi_02 烈火成燎原之势，非吾计不能成！ | MouHuangGai_QuZhou_01 风急帆满箭在弦，船火照夜天！ | MouHuangGai_QuZhou_02 三十里江涛作鼓声，轻舟执炬照夜明！ | MouHuangGai_Dead 乌程侯大业，误于小子辈之手。
6112401,关宁,亢龙归义,ShuGuanNing_XiuWen_01 春秋浩气三千卷，汉土万里，义血浸寸缕！ | ShuGuanNing_XiuWen_02 天行健，君子以自强不息，何以做潜龙！ | ShuGuanNing_LongSong_01 臣宁碎玉笏于阶前，亦不守缄默于宦佞！ | ShuGuanNing_LongSong_02 颈血润墨，铸雷霆律令，续千秋之未竟！ | ShuGuanNing_Dead 文臣死节，忠义永生！
8112401,关宁,亢龙归义,ShuGuanNing_XiuWen_01 春秋浩气三千卷，汉土万里，义血浸寸缕！ | ShuGuanNing_XiuWen_02 天行健，君子以自强不息，何以做潜龙！ | ShuGuanNing_LongSong_01 臣宁碎玉笏hù于阶前，亦不守缄默于宦佞！ | ShuGuanNing_LongSong_02 颈血润墨，铸雷霆律令，续千秋之未竟！ | ShuGuanNing_Dead 文臣死节，忠义永生！
5110802,清河公主,明镜悲鸿,QingHeGongZhu_ChangJi_01 宫阙深深，尊卑有序，凡尘怎可落于霓裳之上！ | QingHeGongZhu_ChangJi_02 金枝玉叶自天成，但见河山好颜色。 | QingHeGongZhu_ZenGou_01 龙鳞剑未出鞘，皆因蝼蚁不配染血！ | QingHeGongZhu_ZenGou_02 梦中生青梅，总角小儿乘竹马，藏娇金屋回。 | QingHeGongZhu_Dead 此情长恨，唯愿长离！
5174001,谋邓艾,引水熄炎,MouDengAi_ZhouXi_01 此战，非争一城一地，乃定鼎破国之功！ | MouDengAi_ZhouXi_02 摩天绝壁，难断脊梁，蜀道青云，安阻锋芒！ | MouDengAi_ShiJin_01 此去成都，七百里险途，便是吾等青云路！ | MouDengAi_ShiJin_02 锦官城头尽悬魏帜，吾笑淮阴竟请封假王。 | MouDengAi_Dead 胜兵必骄，骄兵必败。
4123601,关樾,英栖枫华,GuanYue_ShouZhi_01 大侠固穷，掷玉珠弹山雀。 | GuanYue_ShouZhi_02 君子尚义，好劫富以济贫。 | GuanYue_ShouZhi_01 大侠固穷，掷玉珠弹山雀。 | GuanYue_ShouZhi_02 君子尚义，好劫富以济贫。 | GuanYue_FenHui_01 恨未啖尽汝肉，恨汝只死一回！ | GuanYue_FenHui_02 身为关家子孙，我必将执剑向前！ | GuanYue_XingMen_01 世间不平事在，则我关氏人在。 | GuanYue_XingMen_02 世人遇关姓者，哪个不道好汉。 | GuanYue_Dead 关樾可死，然忠义不可亡！
5166301,谋胡车儿,枭螭试刃,MouHuCheEr_KongWu_01 负勇力，使敌徒手而战，亦为决胜之道！ | MouHuCheEr_KongWu_02 止戈为武？盗戈亦可为武！ | MouHuCheEr_Dead 小的纵使吃了豹子胆也不敢害将军呀！
4111201,黄权,青鸟殷勤,HuangQuan_QuanJian_01 此战胜则矣，不胜则天下危矣！ | HuangQuan_QuanJian_02 我军顺流而攻，恐进易退难。 | HuangQuan_TuJue_01 拔剑四顾，不知归路何处。 | HuangQuan_TuJue_02 进退皆维谷，大江阻归途。 | HuangQuan_Dead 西风渐起，蜀中花开否？
6115901,陈式,虎贲冠勇,ChenShi_QingBei_01 本将军可是从刀枪里滚出来的，何时丢过份？ | ChenShi_QingBei_02 我若出手，莫说打到长安，洛阳也不在话下！ | ChenShi_Dead 哎哟，好你个司马老贼！
8115901,陈式,虎贲冠勇,ChenShi_QingBei_01 本将军可是从刀枪里滚出来的，何时丢过份？ | ChenShi_QingBei_02 我若出手，莫说打到长安，洛阳也不在话下！ | ChenShi_Dead 哎哟，好你个司马老贼！
5122801,吉邈吉穆,同协戮役,JiMiaoJiMu_ZouYi_01 曹操近日懈防，吾等联络义士，必能将其斩杀！ | JiMiaoJiMu_ZouYi_02 吾怀必死之心，当挺身而出，为汉室除奸！ | JiMiaoJiMu_YanXi_01 生擒曹贼者赏万金，斩曹贼首级者封万户！ | JiMiaoJiMu_YanXi_02 诸君随我冲杀进去，今日定要取那曹贼项上人头！ | JiMiaoJiMu_Dead 父仇国恨，为何苍天无眼！
5168202,谋黄盖,计定功成,MouHuangGai_LieJi_01 定策赚曹贼，烈火焚连舟！ | MouHuangGai_LieJi_02 计定乾坤时，火起连营处！ | MouHuangGai_QuZhou_01 拆却南蛮牵万象，借刀翦除桃园霾！ | MouHuangGai_QuZhou_02 火攻自有无中计，铁索难当万箭来！ | MouHuangGai_Dead 不好！此乃曹贼诱兵之计！
5160701,星荀彧,松韵龙翔,XingXunYu_AnShu_01 金龙绕翠柏，祥云起青松，此日可知天下大同。 | XingXunYu_AnShu_02 体恤民情，减捐免税，使百姓生息，以固国本。 | XingXunYu_KuangZuo_01 怀赤子之心，赴家国之急，莫敢忘仁为己任。 | XingXunYu_KuangZuo_02 抬手扫清阴霾，这大汉的明月，必朗照万户窗台。 | XingXunYu_ChengFeng_01 狂澜将倾广厦，臣等虽身处微末，亦愿挺身而出。 | XingXunYu_ChengFeng_02 天地为证，日月可鉴，臣心如冰，愿祥龙居松柏。 | XingXunYu_Dead 天下大势，非一人之力可挽。
561102,董翓,飒影伊人,DongXie_JiaoXia_01 我夫有万人不当之勇，妾亦如是。 | DongXie_JiaoXia_02 以狐之智，御熊之勇，天下皆可披靡。 | DongXie_HuMei_01 既为辅郎之妻，当有倾国之色、倾城之姿。 | DongXie_HuMei_02 听闻牛将军私藏财帛，可是要纳几房妾室？ | DongXie_Dead 夫妻离散，满怀愁绪断肝肠。
502704,黄忠,战场荣耀,HuangZhong_LieGong_01 负箭纵横数十载，断缨不知数！ | HuangZhong_LieGong_02 弓开如满月，箭去似流星！ | HuangZhong_Dead 终是不敌，这岁月催人老。 | HuangZhong_LieGong_01 负箭纵横数十载，断缨不知数！ | HuangZhong_LieGong_02 弓开如满月，箭去似流星！ | HuangZhong_Dead 终是不敌，这岁月催人老。
702704,黄忠,战场荣耀,HuangZhong_LieGong_01 负箭纵横数十载，断缨不知数！ | HuangZhong_LieGong_02 弓开如满月，箭去似流星！ | HuangZhong_Dead 终是不敌，这岁月催人老。 | HuangZhong_LieGong_01 负箭纵横数十载，断缨不知数！ | HuangZhong_LieGong_02 弓开如满月，箭去似流星！ | HuangZhong_Dead 终是不敌，这岁月催人老。
6163501,谋郭嘉,陌雪初晴,MouGuoJia_XianMou_01 花发千嶂外，东风竞时，已种九州春。 | MouGuoJia_XianMou_02 浓雪销三寸，燕剪裁云，桃花妆柳琴。 | MouGuoJia_LunShi_01 白衣袖中有乾坤，春色岂独媚朱门？ | MouGuoJia_LunShi_02 一纸春笺写风雨，花信过处尽君闻。 | MouGuoJia_YiJi_01 莫笑春泥朽，万般缤纷，皆在土上植。 | MouGuoJia_YiJi_02 赏梅王孙今何在？前度东风去又来。 | MouGuoJia_Dead 有身有命，不可无花！ | MouGuoJia_XianMou_01 风吟塞上曲，墨绘烽火，提笔未央书。 | MouGuoJia_XianMou_02 雪覆千山寂，须待明日梅开，一色染山河！ | MouGuoJia_LunShi_01 腊雪隐杀机，我忆楚子问鼎时，其身藏风雨。 | MouGuoJia_LunShi_02 三九之期已过，沿河观柳之日不远矣。 | MouGuoJia_YiJi_01 此生如棋，我与风雪下了，不知多少局。 | MouGuoJia_YiJi_02 冬雷隐天象，命如织网，百代春秋皆入掌。 | MouGuoJia_Dead 有风有雪，岂可无酒。
8163501,谋郭嘉,陌雪初晴,MouGuoJia_XianMou_01 花发千嶂外，东风竞时，已种九州春。 | MouGuoJia_XianMou_02 浓雪销三寸，燕剪裁云，桃花妆柳琴。 | MouGuoJia_LunShi_01 白衣袖中有乾坤，春色岂独媚朱门？ | MouGuoJia_LunShi_02 一纸春笺写风雨，花信过处尽君闻。 | MouGuoJia_YiJi_01 莫笑春泥朽，万般缤纷，皆在土上植。 | MouGuoJia_YiJi_02 赏梅王孙今何在？前度东风去又来。 | MouGuoJia_Dead 有身有命，不可无花！ | MouGuoJia_XianMou_01 风吟塞上曲，墨绘烽火，提笔未央书。 | MouGuoJia_XianMou_02 雪覆千山寂，须待明日梅开，一色染山河！ | MouGuoJia_LunShi_01 腊雪隐杀机，我忆楚子问鼎时，其身藏风雨。 | MouGuoJia_LunShi_02 三九之期已过，沿河观柳之日不远矣。 | MouGuoJia_YiJi_01 此生如棋，我与风雪下了，不知多少局。 | MouGuoJia_YiJi_02 冬雷隐天象，命如织网，百代春秋皆入掌。 | MouGuoJia_Dead 有风有雪，岂可无酒。
6150401,刘衿刘佩,千里婵娟,LiuJinLiuPei_QiXin_01 皓月当空照，秋夜话不尽，共饲玉兔诉衷情。 | LiuJinLiuPei_QiXin_02 中秋月满人团圆，姐妹情深，举杯邀影共婵娟。 | LiuJinLiuPei_JiuSi_01 姐妹邀明月，对饮成三人。 | LiuJinLiuPei_JiuSi_02 银轮挂天际，中秋夜未央。 | LiuJinLiuPei_Dead 姐妹好似双飞絮，欲开枝叶无人家。
8150401,刘衿刘佩,千里婵娟,LiuJinLiuPei_QiXin_01 皓月当空照，秋夜话不尽，共饲玉兔诉衷情。 | LiuJinLiuPei_QiXin_02 中秋月满人团圆，姐妹情深，举杯邀影共婵娟。 | LiuJinLiuPei_JiuSi_01 姐妹邀明月，对饮成三人。 | LiuJinLiuPei_JiuSi_02 银轮挂天际，中秋夜未央。 | LiuJinLiuPei_Dead 姐妹好似双飞絮，欲开枝叶无人家。
5124901,崔令仪,梦海绮贝,CuiLingYi_HuaShang_01 罗衣轻拂湘水纹，银缕织星裾，不敢负璿玑。 | CuiLingYi_HuaShang_02 女为悦己者容，鲛绡裁广袖，霓裳醉王孙。 | CuiLingYi_YuZhi_01 罗襦尽毁，珠翠委地，霓裳羽衣如蛇蝎猛兽。 | CuiLingYi_YuZhi_02 妾，妾知罪！妾不该贪恋鲛绡之轻、云锦之艳！ | CuiLingYi_Dead 魏王欲夺妾性命，夫君当真无能为力么？
